Source,Target,Weight
Dennis Bemmann,Stefan Glaenzer,1
Dennis Bennie,Eyal Shavit,1
Dennis Bennie,Nick Grewal,1
Dennis Crowley,Esther Dyson,1
Dennis Crowley,FLOODGATE,1
Dennis Crowley,First Round Capital,1
Dennis Crowley,Founder Collective,2
Dennis Crowley,Fritz Lanman,1
Dennis Crowley,Greg Yaitanes,1
Dennis Crowley,HVF,1
Dennis Crowley,IA Ventures,1
Dennis Crowley,Jared Hecht,1
Dennis Crowley,Jason Hirschhorn,1
Dennis Crowley,Jim Pallotta,1
Dennis Crowley,Jim Pitkow,1
Dennis Crowley,John Riccitiello,1
Dennis Crowley,Joshua Schachter,1
Dennis Crowley,Joshua Stylman,1
Dennis Crowley,Kevin Rose,1
Dennis Crowley,Kevin Slavin,1
Dennis Crowley,Khosla Ventures,1
Dennis Crowley,Marissa Mayer,1
Dennis Crowley,Max Levchin,1
Dennis Crowley,Mayfield Fund,1
Dennis Crowley,Naveen Selvadurai,1
Dennis Crowley,Neu Venture Capital,1
Dennis Crowley,O'Reilly AlphaTech Ventures,1
Dennis Crowley,Peter Hershberg,1
Dennis Crowley,Rick Webb,1
Dennis Crowley,Robin Chan,1
Dennis Crowley,Ron Conway,2
Dennis Crowley,Shawn Fanning,1
Dennis Crowley,Spark Capital,2
Dennis Crowley,Stan Shuman,1
Dennis Crowley,Steve Martocci,1
Dennis Crowley,True Ventures,1
Dennis Crowley,Village Ventures,1
Dennis Crowley,Xavier Niel,1
Dennis Crowley,Zachary Bogue,1
Dennis Dayman,Gatebridge Investments,1
Dennis Dayman,Larry Goldstein,1
Dennis Dayman,Pangea's Edge Holdings,1
Dennis Dayman,Ryan Scripps,1
Dennis Ives,Don Dodge,1
Dennis Ives,Dr. Alan Altman,1
Dennis Ives,Embarcadero Ventures,1
Dennis Ives,Erik Moore,1
Dennis Ives,Fabrice Grinda,1
Dennis Ives,Jamie Weissenborn,1
Dennis Ives,Jody Sherman,1
Dennis Ives,Jose Marin,1
Dennis Ives,Josh Reznick,1
Dennis Ives,Kima Ventures,1
Dennis Ives,Maneesh Arora,1
Dennis Ives,Mark Suster,1
Dennis Ives,Matt Coffin,1
Dennis Ives,Matthew French,1
Dennis Ives,Michael French,1
Dennis Ives,Michael Kantor,1
Dennis Ives,Michael Lambert,1
Dennis Ives,Olivier Grinda,1
Dennis Ives,Othman Laraki,1
Dennis Ives,Paige Craig,1
Dennis Ives,Ralph Mack,1
Dennis Ives,Robert Beck,1
Dennis Ives,Roger Dickey,1
Dennis Ives,Sizhao Yang,1
Dennis Ives,Tom & Peggy Richie,1
Dennis Ives,Tom McInerney,1
Dennis Ives,Venture51,1
Dennis Pekel,Mirjam Van Gelder,1
Dennis Pekel,Monosson Consultants Ltd.,1
Dennis Pekel,TechBros BV,1
Dennis Phelps,Double M Partners,1
Dennis Phelps,Eniac Ventures,1
Dennis Phelps,General Catalyst Partners,1
Dennis Phelps,Gordon Crovitz,2
Dennis Phelps,Growlab Ventures,1
Dennis Phelps,Jack Haire,2
Dennis Phelps,Jarl Mohn,1
Dennis Phelps,Jeff Singer,1
Dennis Phelps,Josh Pyatt,1
Dennis Phelps,Kirt Gunn,1
Dennis Phelps,Lerer Ventures,1
Dennis Phelps,Medra Capital,1
Dennis Phelps,Mich Mathews,1
Dennis Phelps,Michael Liou,1
Dennis Phelps,MuckerLab,1
Dennis Phelps,Nick Grouf,1
Dennis Phelps,North Coast Angel Fund,1
Dennis Phelps,Paul Bricault,1
Dennis Phelps,Quest Venture Partners,1
Dennis Phelps,Rhodium,2
Dennis Phelps,Rick Eaton,2
Dennis Phelps,Rothenberg Ventures,1
Dennis Phelps,Sam Englebardt,1
Dennis Phelps,Siemer Ventures,1
Dennis Phelps,Telegraph Hill Capital,1
Dennis Phelps,Tim Kopp,1
Dennis Phelps,Tribeca Venture Partners,1
Dennis Phelps,Union Square Ventures,2
Dennis Phelps,Vine St. Ventures,1
Dennis Phelps,William Lohse,1
Dennis Phelps,William Morris Endeavor,1
Dennis Phelps,Yaletown Venture Partners,1
Dennis Phelps,Ziver Birg,1
Dennis Phelps,m8 Capital,1
Dennis Pilarinos,Howard Lindzon,1
Dennis Pilarinos,Max Teitelbaum,1
Dennis Pilarinos,Melissa Reiff,1
Dennis Pilarinos,Merrick ?,1
Dennis Pilarinos,Mike Edwards,1
Dennis Pilarinos,Paul Sethi,1
Dennis Pilarinos,Rob de Heus,1
Dennis Pilarinos,Sameer Jageti,1
Dennis Pilarinos,Thijs Gitmans,1
Dennis Pilarinos,Tom Peterson,1
Dennis Stone,James Brown,1
Dennis Stone,Remeditex Ventures,1
Dennis von Ferenczy,Felix Haas,1
Denny Hill Capital,Rudy Gadre,1
Denny Hill Capital,Sujal Patel,1
Denny Hill Capital,TA Venture,1
Denny Hill Capital,TEC Ventures,1
Dentressangle Initiatives,Orkos,1
Dentressangle Initiatives,newfund,1
Dentsu,J-Stream,2
Dentsu,Meritage Funds,1
Dentsu,NGI Capital,1
Dentsu,Suneight,1
Dentsu,TransCosmos,2
Dentsu,UniqueLab,1
Derek Correia,Hauslein & Company,1
Derek Correia,Mark Toner,1
Derek Correia,Richard Feldman,1
Derek Draper,Nikhil Srivastava,1
Derek Draper,Richard Chino,1
Derek Dukes,Felicis Ventures,1
Derek Dukes,High Line Venture Partners,1
Derek Dukes,Steve Lee,1
Derek Dukes,Zelkova Ventures,1
Derek Jeter,FirstMark Capital,1
Derek Jeter,LeBron James,2
Derek Jeter,Peyton Manning,2
Derek Jeter,Ron Conway,1
Derek Montgomery,Neel Duncan,1
Derek Norton,Double M Partners,1
Derek Norton,Greycroft Partners,1
Derek Norton,Jonas Svensson,1
Derek Norton,Kamran Pourzanjani,1
Derek Norton,Roy Essakow,1
Derek Schueren,Jonathan Golden,1
Derek Schueren,Thayer Street Partners,1
Derek Sivers,Joe Gatto,1
Derek Smith,Greylock Partners,1
Derek Smith,Kleiner Perkins Caufield & Byers,1
Derek Smith,Wing Venture Partners,1
Dermot Desmond,Enterprise Ireland,1
Dermot Desmond,Invest Northern Ireland,1
Dermot Desmond,Kernel Capital Partners,1
Dermot Desmond,Spark Capital,1
Derry Herlihy,Devard Darling,1
Derry Herlihy,Tim Bassidy,1
Desert Angels,Pasadena Angels,1
Desert Angels,Tech Coast Angels,1
Desiree Gruber,First Round Capital,1
Desiree Gruber,Freestyle Capital,1
Desiree Gruber,Hunter Walk,1
Desiree Gruber,Joe Fernandez,1
Desiree Gruber,betaworks,1
Desjardins Venture Capital,Fondaction,1
Desjardins Venture Capital,Fonds de solidarit̩ FTQ,3
Desjardins Venture Capital,GeneChem,1
Desjardins Venture Capital,Goldman Sachs,1
Desjardins Venture Capital,GrandBanks Capital,1
Desjardins Venture Capital,Innovatech,2
Desjardins Venture Capital,Innovatech Qu̩bec,2
Desjardins Venture Capital,Jefferson Partners,1
Desjardins Venture Capital,Katsura Investments,1
Desjardins Venture Capital,Lothian Partners,4
Desjardins Venture Capital,Miramar Venture Partners,1
Desjardins Venture Capital,Mitsui Ventures,1
Desjardins Venture Capital,National Bank Financial,1
Desjardins Venture Capital,National Bank of Canada,1
Desjardins Venture Capital,Newbury Ventures,1
Desjardins Venture Capital,Nomura International,1
Desjardins Venture Capital,OrbiMed Advisors,2
Desjardins Venture Capital,Primaxis Technology Ventures,2
Desjardins Venture Capital,Purple Angel,1
Desjardins Venture Capital,RBC Capital Markets,1
Desjardins Venture Capital,RBC Venture Partners,1
Desjardins Venture Capital,Relay Ventures,2
Desjardins Venture Capital,SQFive Intelligent Oilfield Solutions,1
Desjardins Venture Capital,Sierra Ventures,1
Desjardins Venture Capital,Skypoint Capital,2
Desjardins Venture Capital,T2C2 Capital,2
Desjardins Venture Capital,Trio Capital,1
Desjardins Venture Capital,VantagePoint Capital Partners,1
Desjardins Venture Capital,VenGrowth Capital Partners,2
Desjardins Venture Capital,Ventures West,2
Desjardins Venture Capital,Vimac Ventures,2
Desjardins Venture Capital,Wesley Clover,1
Detroit Venture Partners,Doug Imbruce,1
Detroit Venture Partners,Draper Associates,1
Detroit Venture Partners,First Step Fund,5
Detroit Venture Partners,Frankel Commercialization Fund,3
Detroit Venture Partners,Freestyle Capital,1
Detroit Venture Partners,General Catalyst Partners,1
Detroit Venture Partners,Google Ventures,2
Detroit Venture Partners,Griffon Ventures,1
Detroit Venture Partners,Hyde Park Venture Partners,1
Detroit Venture Partners,Illuminate Ventures,1
Detroit Venture Partners,IncWell,1
Detroit Venture Partners,Insikt Ventures,1
Detroit Venture Partners,IrishAngels,1
Detroit Venture Partners,JFJF Ventures,2
Detroit Venture Partners,Japony,1
Detroit Venture Partners,Joe Zawadzki,1
Detroit Venture Partners,Lis Ventures,1
Detroit Venture Partners,Longstock,1
Detroit Venture Partners,Ludlow Ventures,7
Detroit Venture Partners,Makeover Solutions,1
Detroit Venture Partners,Mashburn Justice Capital Partners,1
Detroit Venture Partners,Mind Fund,1
Detroit Venture Partners,Morado Venture Partners,1
Detroit Venture Partners,Nathan Stoll,1
Detroit Venture Partners,North Coast Technology Investors,1
Detroit Venture Partners,Owen Van Natta,1
Detroit Venture Partners,Patrick Sullivan,1
Detroit Venture Partners,Pennstro Ventures,2
Detroit Venture Partners,Penny Black,1
Detroit Venture Partners,Rajeev Viswanathan,1
Detroit Venture Partners,Rick Inatome,1
Detroit Venture Partners,Robert Stefanski,1
Detroit Venture Partners,Salesforce,1
Detroit Venture Partners,Scenic Investments,1
Detroit Venture Partners,Scott Belsky,2
Detroit Venture Partners,Shawn Simpson,1
Detroit Venture Partners,Stage 1 Ventures,2
Detroit Venture Partners,Start Garden,2
Detroit Venture Partners,T5 Capital,1
Detroit Venture Partners,Tom Ryan,1
Detroit Venture Partners,Venture Investors,2
Detroit Venture Partners,Village Ventures,1
Detroit Venture Partners,"ePrize, Inc.",1
Deutsche Bank,Digital Century Capital,1
Deutsche Bank,Discovery Communications,1
Deutsche Bank,Eastven Venture Partners,1
Deutsche Bank,Elon Musk,1
Deutsche Bank,Gold Hill Capital,1
Deutsche Bank,Goldman Sachs,1
Deutsche Bank,Hikari Tsushin Group,1
Deutsche Bank,Infocomm Investments,2
Deutsche Bank,Intel Capital,1
Deutsche Bank,Investment Arm,3
Deutsche Bank,JAFCO Asia,3
Deutsche Bank,Jafco Ventures,1
Deutsche Bank,Keybank,1
Deutsche Bank,Kingdon Capital,1
Deutsche Bank,Madison Dearborn Partners,1
Deutsche Bank,Menlo Ventures,1
Deutsche Bank,Merrill Lynch,1
Deutsche Bank,Morgan Stanley,1
Deutsche Bank,Morgan Stanley Venture Partners,1
Deutsche Bank,Motorola Solutions Venture Capital,4
Deutsche Bank,North Bridge Venture Partners,1
Deutsche Bank,Qualcomm Ventures,1
Deutsche Bank,QuestMark Partners,1
Deutsche Bank,Revolution LLC,1
Deutsche Bank,Russian Direct Investment Fund,1
Deutsche Bank,SAIF Partners,1
Deutsche Bank,Sequoia Capital,1
Deutsche Bank,Siemens Venture Capital,1
Deutsche Bank,Silicon Valley Bank,2
Deutsche Bank,SingTel,1
Deutsche Bank,Square 1 Bank,1
Deutsche Bank,Starfish Ventures,2
Deutsche Bank,TAMC,1
Deutsche Bank,Technology Venture Partners,2
Deutsche Bank,Ted Leonsis,1
Deutsche Bank,Temasek Holdings,1
Deutsche Bank,The Individuals' Venture Fund,1
Deutsche Bank,UPS Strategic Enterprise Fund,2
Deutsche Bank,US Venture Partners,3
Deutsche Bank,Vertex,1
Deutsche Bank,Visa International Service Association,1
Deutsche Bank,Xilinx,1
Deutsche Boerse,High-Tech Gruenderfonds,1
Deutsche Boerse,IBB Beteiligungsgesellschaft mbH,1
Deutsche Boerse,State Street Corporation,1
Deutsche Boerse,T-Venture,1
Deutsche Effecten -und Wechsel Beteiligungsgesellschaft,FIDURA Capital Consult,1
Deutsche Effecten -und Wechsel Beteiligungsgesellschaft,Global Equity Partners Beteiligungs-Management,1
Deutsche Effecten -und Wechsel Beteiligungsgesellschaft,HBM BioVentures,1
Deutsche Effecten -und Wechsel Beteiligungsgesellschaft,IBB Beteiligungsgesellschaft mbH,1
Deutsche Effecten -und Wechsel Beteiligungsgesellschaft,IPO Beteiligungs-Management,1
Deutsche Effecten -und Wechsel Beteiligungsgesellschaft,KfW Bankengruppe,1
Deutsche Effecten -und Wechsel Beteiligungsgesellschaft,LBBW Venture Capital GmbH,1
Deutsche Effecten -und Wechsel Beteiligungsgesellschaft,PONTIS Venture Partners Management,1
Deutsche Effecten -und Wechsel Beteiligungsgesellschaft,PolyTechnos Venture Partners,1
Deutsche Effecten -und Wechsel Beteiligungsgesellschaft,Siemens Venture Capital,1
Deutsche Effecten -und Wechsel Beteiligungsgesellschaft,Ventegis Capital,1
Deutsche Effecten -und Wechsel Beteiligungsgesellschaft,Zouk Capital,1
Deutsche Effecten -und Wechsel Beteiligungsgesellschaft,b-to-v Partners AG,1
Deutsche Telekom,Draper Fisher Jurvetson (DFJ),1
Deutsche Telekom,Fifth Third Capital,1
Deutsche Telekom,Greylock Partners,1
Deutsche Telekom,Harbourton,1
Deutsche Telekom,Illinois Ventures,1
Deutsche Telekom,Index Ventures,1
Deutsche Telekom,Khosla Ventures,1
Deutsche Telekom,Kleiner Perkins Caufield & Byers,1
Deutsche Telekom,MaRS Investment Accelerator Fund,1
Deutsche Telekom,Mithril Capital Management,1
Deutsche Telekom,OMERS Ventures,1
Deutsche Telekom,Qualcomm Ventures,1
Deutsche Telekom,T-Venture,2
Deutsche Venture Capital,Earlybird Venture Capital,1
Deutsche Venture Capital,Eden Ventures,1
Deutsche Venture Capital,IBG Beteiligungsgesellschaft Sachsen-Anhal,1
Deutsche Venture Capital,KfW Bankengruppe,1
Deutsche Venture Capital,L-EigenkapitalAgentur,1
Deutsche Venture Capital,Lucrum AG,1
Deutsche Venture Capital,Motorola Solutions Venture Capital,1
Deutsche Venture Capital,PolyTechnos Venture Partners,2
Deutsche Venture Capital,SEED GmbH,1
Deutsche Venture Capital,Seventure Partners,2
Deutsche Venture Capital,Siemens Venture Capital,2
Deutsche Venture Capital,Sofinnova Partners,2
Deutsche Venture Capital,Sofinnova Ventures,2
Deutsche Venture Capital,T-Venture,1
Deutsche Venture Capital,Target Partners,1
Deutsche Venture Capital,TecVenture Partners,1
Deutsche Venture Capital,The Tokarz Group,1
Deutsche Venture Capital,XAnge Private Equity,1
Devaraj Southworth,Eric Goldreyer,1
Devaraj Southworth,Jeff Parks,1
Devaraj Southworth,Jorge Leis,1
Devaraj Southworth,Martin Gedalin,1
Devaraj Southworth,Par Gandhi,1
Devaraj Southworth,Paul Singh,1
Devaraj Southworth,Rick Timmins,1
Devaraj Southworth,Tom West,1
Devard Darling,Tim Bassidy,1
Devdutt Yellurkar,John Ruffolo,1
Devdutt Yellurkar,OMERS Ventures,1
Devdutt Yellurkar,The Social+Capital Partnership,1
Development Fund,MPM Capital,1
Development Fund,Major Series A,1
Development Fund,Shin Kong Life Insurance,1
Development Fund,YFY Group,1
Development Principles Fund,L. Ferrari Overseas Investments,1
Development Principles Fund,NewMargin Ventures,1
Development Principles Fund,Partners Group,1
Development Principles Fund,Tsing Capital,1
Devon George,Jack Kokko,1
Devon George,Jason Johnson,1
Devon George,John Ason,1
Devon George,Philip Settimi,1
Devon George,Steve Wolfe,1
Devon George,Tapio Tolvanen,1
Devon George,Wilson Sonsini Goodrich & Rosati,1
Devon Park BioVentures,Horizon Technology Finance,1
Devon Park BioVentures,I. Wistar Morris III,1
Devon Park BioVentures,InterSouth Partners,2
Devon Park BioVentures,MPM Bio IV NVS Strategic Fund,1
Devon Park BioVentures,MVM Life Science Partners,1
Devon Park BioVentures,MedImmune Ventures,2
Devon Park BioVentures,Mitsubishi Corporation,1
Devon Park BioVentures,Morningside Group,1
Devon Park BioVentures,Ontario Teachers' Pension Plan,1
Devon Park BioVentures,Pitango Venture Capital,2
Devon Park BioVentures,Prism Venture Management,1
Devon Park BioVentures,Quaker BioVentures,1
Devon Park BioVentures,Rho Capital Partners,2
Devon Park BioVentures,Rho Ventures,1
Devon Park BioVentures,RiverVest,1
Devon Park BioVentures,Salem Partners,1
Devon Park BioVentures,Scottish Widows Investment Partnership,1
Devon Park BioVentures,Skyline Ventures,1
Devon Park BioVentures,TVM Capital,1
Devon Park BioVentures,Vectis Healthcare & Life Sciences Fund,1
Devonshire Investors,In-Q-Tel,1
Devonshire Investors,Rackspace,1
Devonshire Investors,Samsung Ventures,1
Devonshire Investors,Toba Capital,1
Dharmesh Shah,Don Dodge,1
Dharmesh Shah,Don McLagan,2
Dharmesh Shah,Ed Roberts,1
Dharmesh Shah,Edward Roberts,1
Dharmesh Shah,Eileen Rudden,1
Dharmesh Shah,Eniac Ventures,1
Dharmesh Shah,Eric Chen,1
Dharmesh Shah,Eric Dobkin,1
Dharmesh Shah,Eric Kim,1
Dharmesh Shah,Eric Ries,1
Dharmesh Shah,FF Angel LLC,1
Dharmesh Shah,FLOODGATE,1
Dharmesh Shah,Founder Collective,1
Dharmesh Shah,Freestyle Capital,1
Dharmesh Shah,Gabe Kapler,1
Dharmesh Shah,Gady Nemirovsky,1
Dharmesh Shah,Gary Vaynerchuk,1
Dharmesh Shah,General Catalyst Partners,1
Dharmesh Shah,George Mabry,1
Dharmesh Shah,Gil Elbaz,1
Dharmesh Shah,Gokul Rajaram,1
Dharmesh Shah,Google Ventures,4
Dharmesh Shah,Gordon Paddison,1
Dharmesh Shah,Gordon Tucker,1
Dharmesh Shah,Graham Jenkin,1
Dharmesh Shah,GrandBanks Capital,1
Dharmesh Shah,Greg Kidd,1
Dharmesh Shah,Greylock Partners,1
Dharmesh Shah,Guy Kawasaki,1
Dharmesh Shah,Harrison Metal Capital,1
Dharmesh Shah,Harvey Brofman,1
Dharmesh Shah,Hiten Shah,1
Dharmesh Shah,Intel Capital,1
Dharmesh Shah,Jason Calacanis,2
Dharmesh Shah,Jason Henrichs,1
Dharmesh Shah,Jay Baer,1
Dharmesh Shah,Jay Gould,1
Dharmesh Shah,Jay Meattle,1
Dharmesh Shah,Jean Hammond,3
Dharmesh Shah,Jean Kovacs,1
Dharmesh Shah,Jeff Hammerbacher,1
Dharmesh Shah,Jennifer Lum,1
Dharmesh Shah,Jim LeTourneau,1
Dharmesh Shah,Joe Caruso,1
Dharmesh Shah,John Landry,1
Dharmesh Shah,John Simon,2
Dharmesh Shah,Jonathan Kraft,1
Dharmesh Shah,Joshua Baer,1
Dharmesh Shah,Joshua Schachter,1
Dharmesh Shah,Karl Jacob,1
Dharmesh Shah,Keval Desai,1
Dharmesh Shah,Kima Ventures,1
Dharmesh Shah,Kip McClanahan,1
Dharmesh Shah,LaunchCapital,1
Dharmesh Shah,Longworth Venture Partners,1
Dharmesh Shah,Maneesh Arora,1
Dharmesh Shah,Mark Cuban,1
Dharmesh Shah,Mark Gerson,1
Dharmesh Shah,Mark Goines,1
Dharmesh Shah,MassVentures,1
Dharmesh Shah,Massachusetts Technology Development Corporation,1
Dharmesh Shah,Matrix Partners,1
Dharmesh Shah,Matt Ocko,2
Dharmesh Shah,Maynard Webb,1
Dharmesh Shah,Micah Siegel,1
Dharmesh Shah,Michael Abbott,1
Dharmesh Shah,Michael Dornbrook,1
Dharmesh Shah,Michael Mark,2
Dharmesh Shah,Michael McDerment,1
Dharmesh Shah,Michael Zirngibl,1
Dharmesh Shah,Mike Davidson,1
Dharmesh Shah,Mike Dornbrook,1
Dharmesh Shah,Mike Volpe,1
Dharmesh Shah,Mohr Davidow Ventures,1
Dharmesh Shah,Morado Venture Partners,1
Dharmesh Shah,Naval Ravikant,1
Dharmesh Shah,NextView Ventures,2
Dharmesh Shah,Nick Ducoff,1
Dharmesh Shah,Nirav Tolia,1
Dharmesh Shah,Northgate Capital,1
Dharmesh Shah,Paul Buchheit,1
Dharmesh Shah,Peter Bordes,1
Dharmesh Shah,Peter Lehrman,2
Dharmesh Shah,Pivotal Labs,1
Dharmesh Shah,Polaris Partners,1
Dharmesh Shah,Preston Ford,1
Dharmesh Shah,Quotidian Ventures,1
Dharmesh Shah,Radical Investments,1
Dharmesh Shah,Ralph James,1
Dharmesh Shah,Reed Sturtevant,1
Dharmesh Shah,Reza Hussein,1
Dharmesh Shah,Robert Fanini,1
Dharmesh Shah,Ron Conway,1
Dharmesh Shah,Roy Rodenstein,2
Dharmesh Shah,SOSventures,1
Dharmesh Shah,SV Angel,2
Dharmesh Shah,Scott Banister,1
Dharmesh Shah,Scott Heller,1
Dharmesh Shah,Scott Kurnit,1
Dharmesh Shah,Sean O'Leary,1
Dharmesh Shah,Semyon Dukach,1
Dharmesh Shah,Seraph Group,1
Dharmesh Shah,Shan Mehta,2
Dharmesh Shah,Sherry Coutu,1
Dharmesh Shah,Shervin Pishevar,1
Dharmesh Shah,Shikhar Ghosh,1
Dharmesh Shah,Silverton Partners,1
Dharmesh Shah,Social Leverage,1
Dharmesh Shah,Spark Capital,1
Dharmesh Shah,Stage One Capital,1
Dharmesh Shah,Stephen Marcus,1
Dharmesh Shah,Sterling Lapinski,1
Dharmesh Shah,Steve Reaser,1
Dharmesh Shah,Tekton Ventures,1
Dharmesh Shah,The Accelerator Group,1
Dharmesh Shah,The eCoast Angel Network,1
Dharmesh Shah,Thomas Korte,1
Dharmesh Shah,Thomas Lehrman,1
Dharmesh Shah,Tony Chen,1
Dharmesh Shah,Trademarks,1
Dharmesh Shah,True Ventures,1
Dharmesh Shah,Ty Danco,1
Dharmesh Shah,Union Square Ventures,1
Dharmesh Shah,Waikit Lau,2
Dharmesh Shah,Walt Winshall,2
Dharmesh Shah,Wayne Chang,1
Dharmesh Shah,Western Technology Investment,1
Dharmesh Shah,Will Herman,1
Dharmesh Shah,Y Combinator,2
Dharmesh Shah,Zelkova Ventures,2
Dharmesh Shah,betaworks,1
Dharmesh Shah,eonBusiness,1
Dharmesh Shah,reinmkr capital,1
Dharmesh Thakker,Raman Khanna,1
Dharmesh Thakker,Valhalla Partners,1
Dheerendra Chouhan,Shailendra Math,1
Dialog Semiconductor,Energy Technology Ventures,1
Dialog Semiconductor,Northwater Capital,1
Diamond Capital Company,Domain Associates,1
Diamond Capital Company,HealthCap,1
Diamond Capital Company,J.P. Morgan Securities Inc.,1
Diamond Capital Company,Kleiner Perkins Caufield & Byers,1
Diamond Capital Company,Nexit Ventures,1
Diamond Capital Company,Noventi Ventures,1
Diamond Capital Company,Singapore Bio-Innovations,1
Diamond Capital Company,Texas Pacific Group,1
Diamond Capital Company,Versant Ventures,1
Diamond Capital Company,Wellcome Trust,1
Diamond II Investments,Jupiter Partners,2
Diamond II Investments,Stage One Capital,2
Diamondhead Ventures,Earlybird Venture Capital,1
Diamondhead Ventures,Green Dot Capital,1
Diamondhead Ventures,InOvate Communications Group,1
Diamondhead Ventures,Industry Ventures,1
Diamondhead Ventures,Intel Capital,1
Diamondhead Ventures,InterSouth Partners,1
Diamondhead Ventures,JK&B Capital,2
Diamondhead Ventures,ONSET Ventures,1
Diamondhead Ventures,OVP Venture Partners,1
Diamondhead Ventures,Oak Investment Partners,3
Diamondhead Ventures,Orange Ventures,1
Diamondhead Ventures,Pacifica Fund,1
Diamondhead Ventures,Redpoint Ventures,1
Diamondhead Ventures,Selby Venture Partners,1
Diamondhead Ventures,SkyMoon Ventures,1
Diamondhead Ventures,Smart Technology Ventures,1
Diamondhead Ventures,Sofinnova Ventures,1
Diamondhead Ventures,SoftBank Capital,1
Diamondhead Ventures,T-Venture,1
Diamondhead Ventures,UPS Strategic Enterprise Fund,1
Diamondhead Ventures,VantagePoint Capital Partners,1
Diamondhead Ventures,Warburg Pincus,1
Diamondhead Ventures,Zap Ventures,2
Diamondhead Ventures,e.ventures,1
Diane Greene,Dick Fredericks,1
Diane Greene,Ed Bugnion,1
Diane Greene,First Round Capital,2
Diane Greene,Gideon Yu,1
Diane Greene,Gordon Eubanks,1
Diane Greene,Index Ventures,1
Diane Greene,Intel Capital,1
Diane Greene,Intuit,1
Diane Greene,Jeff Weiner,1
Diane Greene,Jim Breyer,1
Diane Greene,Marc Andreessen,1
Diane Greene,Marc Benioff,1
Diane Greene,Marten Mickos,1
Diane Greene,Mayfield Fund,1
Diane Greene,Mehran Sahami,1
Diane Greene,Mendel Rosenblum,3
Diane Greene,Owen Van Natta,1
Diane Greene,Peter Crisp,1
Diane Greene,Peter Thiel,1
Diane Greene,Peter Wagner,2
Diane Greene,Qi Lu,1
Diane Greene,Regis McKenna,1
Diane Greene,Ron Conway,1
Diane Greene,"Ross Perot, Jr.",1
Diane Greene,SV Angel,2
Diane Greene,Sequoia Capital,1
Diane Greene,Youssri Helmy,1
Diane Loviglio,Galen Ward,1
Diane Loviglio,Gilman Tolle,1
Diane Loviglio,Great Oaks Venture Capital,1
Diane Loviglio,Jeff Fluhr,1
Diane Loviglio,Kavin Stewart,1
Diane Loviglio,Romulus Capital,1
Diane Loviglio,SOSventures,1
Diane Siegel Trust,Erik Biorklund,1
Diane Siegel Trust,European Travel Ventures,1
Diane Siegel Trust,Glenn Schiffman,1
Diane Siegel Trust,Jared Leto,1
Diane Siegel Trust,Jermey Wenokur,1
Diane Siegel Trust,Jumpten LLC,1
Diane Siegel Trust,Lukasz Gottwald,1
Diane Siegel Trust,Matt Coffin,1
Diane Siegel Trust,Michael Huskins Family Trust,1
Diane Siegel Trust,Mike Herring,1
Diane Siegel Trust,Mike Jones,1
Diane Siegel Trust,Narbona Hill Corp.,1
Diane Siegel Trust,Ocean Group,1
Diane Siegel Trust,"Patriot Realty Investments, LLC",1
Diane Siegel Trust,Philip Aarons,1
Diane Siegel Trust,Richard Hertz,1
Diane Siegel Trust,Sir Elton John,1
Diane Siegel Trust,Stephen Katz,1
Diane Siegel Trust,Tweed Financial Services,1
Diane Siegel Trust,ff Venture Capital,1
Diaz Nesamoney,Opus Capital,1
Dick Costolo,Greg Yaitanes,1
Dick Costolo,Greylock Partners,1
Dick Costolo,Jeff Jordan,1
Dick Costolo,Marc Andreessen,1
Dick Costolo,NSV,1
Dick Costolo,Naval Ravikant,1
Dick Costolo,Reid Hoffman,1
Dick Costolo,Roger Ehrenberg,1
Dick Costolo,Ron Conway,1
Dick Costolo,SV Angel,2
Dick Costolo,Union Square Ventures,1
Dick Fredericks,Gordon Eubanks,1
Dick Fredericks,Index Ventures,1
Dick Fredericks,Intel Capital,1
Dick Fredericks,Intuit,1
Dick Fredericks,Jim Breyer,1
Dick Fredericks,Marc Benioff,1
Dick Fredericks,Mehran Sahami,1
Dick Fredericks,Mendel Rosenblum,1
Dick Fredericks,Owen Van Natta,1
Dick Fredericks,Peter Crisp,1
Dick Fredericks,Peter Thiel,1
Dick Fredericks,Regis McKenna,1
Dick Fredericks,"Ross Perot, Jr.",1
Dick Kramlich,Fidelity Ventures,1
Dick Kramlich,New Enterprise Associates,1
Dick Kramlich,Roelof Botha,1
Dick Kramlich,Sequoia Capital,1
Dickey Revocable Living Trust,Sutter Hill Ventures,1
Dickey Revocable Living Trust,Zweben Family Revocable Trust,1
Didier Tranchier,Guy Loyet,1
Diederik Zwager,Digital Garage,1
Diederik Zwager,Peng T. Ong,1
Diederik Zwager,Porter Erisman,1
Diederik Zwager,Publicis Groupe,1
Diederik Zwager,Siemer Ventures,1
Diederik Zwager,Steve Elrick,1
Diego Berdakin,Don Hutchison,1
Diego Berdakin,Farhad Mohit,1
Diego Berdakin,Kamran Pourzanjani,1
Diego Berdakin,Launchpad LA,1
Diego Berdakin,Lightbank,1
Diego Berdakin,Lowercase Capital,1
Diego Berdakin,Michael Broukhim,1
Diego Berdakin,NALA Investments,1
Diego Berdakin,Peter Gotcher,1
Diego Berdakin,Pritzker Group Venture Capital,1
Diego Berdakin,Richmond Park Partners,1
Diego Berdakin,Social Starts,1
Diego Berdakin,Tom McInerney,1
